timestamp;accelX;accelY;accelZ;gyroX;gyroY;gyroZ;altitude;temperature;analogValue;state
8210;1.668;-0.989;-4.337;211.414;340.616;-105.564;557.07608;16.77169568;4.1979475;3
8310;1.414;-0.365;-2.497;77.031;-258.824;6.244;561.80784;16.75276864;4.1979225;3
8410;0.301;-0.185;0.506;-14.511;142.061;-319.838;566.41024;16.73435904;4.1978975;3
8510;0.305;-0.21;0.847;-16.484;318.526;-399.052;563.5570047;16.74577198;4.1978725;4
8610;0.326;-0.177;0.103;57.67;291.335;-274.125;561.3546518;16.75458139;4.1978475;4
8710;0.478;-0.199;-0.898;103.501;159.827;-144.935;557.8725047;16.76850998;4.1978225;4
8810;0.84;-0.379;-1.307;21.458;21.113;-204.136;553.1205929;16.78751763;4.1977975;4
8910;0.632;-0.318;-1.09;59.879;-48.315;-153.096;548.9578871;16.80416845;4.1977725;4
9010;0.551;-0.293;-0.902;54.386;-24.13;-93.861;547.0871518;16.81165139;4.1977475;4
9110;0.497;-0.277;-1.058;26.63;-71.142;-63.649;543.9059459;16.82437622;4.1977225;4
9210;0.519;-0.235;-0.958;21.336;8.219;-96.104;541.9486224;16.83220551;4.1976975;4
9310;0.465;-0.197;-0.79;54.708;-14.406;-104.967;540.0467106;16.83981316;4.1976725;4
9410;0.529;-0.271;-0.823;60.931;-31.545;-148.636;536.5393576;16.85384257;4.1976475;4
9510;0.519;-0.296;-0.847;58.21;-27.661;-134.977;533.4679459;16.86612822;4.1976225;4
9610;0.486;-0.292;-0.866;47.271;-10.562;-101.948;531.5491518;16.87380339;4.1975975;4
9710;0.451;-0.278;-0.879;34.98;8.897;-70.482;530.7666518;16.87693339;4.1975725;4
9810;0.434;-0.276;-0.887;28.201;19.859;-61.501;530.3713282;16.87851469;4.1975475;4
9910;0.464;-0.268;-0.908;22.739;-31.378;-56.431;528.4575047;16.88616998;4.1975225;4
10010;0.518;-0.292;-0.978;22.755;-21.398;-121.937;524.9110341;16.90035586;4.1974975;4
10110;0.694;-0.311;-1.049;33.665;-43.798;-150.944;520.1734753;16.9193061;4.1974725;4
10210;0.606;-0.267;-0.984;64.411;-39.816;-152.577;516.4092988;16.9343628;4.1974475;4
10310;0.602;-0.287;-1.017;66.15;8.19;-140.202;514.4721812;16.94211128;4.1974225;4
10410;0.642;-0.288;-1.189;59.073;-10.286;-127.999;512.1424165;16.95143033;4.1973975;4
10510;0.593;-0.277;-1.233;57.13;-24.287;-108.2;509.9260341;16.96029586;4.1973725;4
10610;0.505;-0.258;-1.178;57.766;-30.126;-84.946;508.2405635;16.96703775;4.1973475;4
10710;0.457;-0.249;-1.083;54.073;-24.497;-71.771;506.9995341;16.97200186;4.1973225;4
10810;0.527;-0.266;-1.007;39.144;-4.098;-82.21;505.6123576;16.97755057;4.1972975;4
10910;0.543;-0.25;-0.988;33.436;-15.097;-96.424;503.31574;16.98673704;4.1972725;4
11010;0.522;-0.246;-0.877;49.412;-12.564;-127.446;500.6510929;16.99739563;4.1972475;4
11110;0.56;-0.272;-0.893;56.294;-34.429;-139.149;497.2015635;17.01119375;4.1972225;4
11210;0.535;-0.295;-0.763;43.11;-29.974;-162.22;492.81674;17.02873304;4.1971975;4
11310;0.511;-0.297;-0.84;51.385;-12.142;-116.342;490.5491224;17.03780351;4.1971725;4
11410;0.389;-0.243;-0.746;63.514;-35.111;-24.998;490.4489753;17.0382041;4.1971475;4
11510;0.438;-0.256;-0.792;47.635;-7.971;-47.953;490.2051812;17.03917928;4.1971225;4
11610;0.526;-0.249;-0.903;27.262;-43.088;-86.891;487.1840929;17.05126363;4.1970975;4
11710;0.55;-0.259;-0.962;39.149;-12.711;-102.854;484.9365635;17.06025375;4.1970725;4
11810;0.504;-0.253;-0.93;37.629;-49.722;-92.273;481.8669753;17.0725321;4.1970475;4
11910;0.487;-0.272;-0.914;45.948;-15.493;-95.265;479.9607988;17.0801568;4.1970225;4
12010;0.54;-0.285;-0.961;41.096;28.513;-123.783;478.3674459;17.08653022;4.1969975;4
12110;0.538;-0.272;-0.873;46.436;-10.183;-109.639;476.2090341;17.09516386;4.1969725;4
12210;0.492;-0.25;-0.773;51.533;-14.074;-114.247;473.9505635;17.10419775;4.1969475;4
12310;0.521;-0.259;-0.848;27.969;-21.396;-104.868;471.0595341;17.11576186;4.1969225;4
12410;0.472;-0.249;-0.952;38.448;-23.759;-48.493;470.0652988;17.1197388;4.1968975;4
12510;0.419;-0.243;-0.872;32.929;-2.687;-43.901;469.6635635;17.12134575;4.1968725;4
12610;0.417;-0.239;-0.805;32.841;1.836;-64.722;468.7798871;17.12488045;4.1968475;4
12710;0.467;-0.288;-0.889;29.661;-13.969;-102.059;466.2396812;17.13504128;4.1968225;4
12810;0.544;-0.308;-0.919;30.353;-9.697;-121.694;463.2679753;17.1469281;4.1967975;4
12910;0.56;-0.281;-0.896;25.82;-7.84;-112.232;460.4958576;17.15801657;4.1967725;4
13010;0.52;-0.259;-0.958;30.78;-25.036;-73.755;458.4955341;17.16601786;4.1967475;4
13110;0.519;-0.24;-1.04;37.481;-11.269;-43.65;457.9826518;17.16806939;4.1967225;4
13210;0.521;-0.24;-1.073;24.539;-5.151;-45.083;457.2269165;17.17109233;4.1966975;4
13310;0.466;-0.241;-1.065;19.941;-20.199;-43.708;455.9337988;17.1762648;4.1966725;4
13410;0.449;-0.265;-1.07;22.796;5.72;-53.326;455.2040929;17.17918363;4.1966475;4
13510;0.483;-0.304;-1.083;15.34;25.111;-77.994;454.0998871;17.18360045;4.1966225;4
13610;0.497;-0.333;-1.034;21.401;-6.211;-62.709;452.7022694;17.18919092;4.1965975;4
13710;0.55;-0.355;-1.064;20.22;-6.612;-47.526;451.7046812;17.19318128;4.1965725;4
13810;0.552;-0.336;-1.071;-9.502;-4.356;-47.018;449.9142106;17.20034316;4.1965475;4
13910;0.539;-0.301;-1.055;-10.214;-22.491;-17.611;448.4343282;17.20626269;4.1965225;4
14010;0.518;-0.273;-1.034;13.928;-7.643;-11.408;448.2836518;17.20686539;4.1964975;4
14110;0.54;-0.263;-1.055;17.066;-1.985;-43.346;447.4523282;17.21019069;4.1964725;4
14210;0.562;-0.272;-1.075;16.577;-15.618;-55.549;445.84674;17.21661304;4.1964475;4
14310;0.49;-0.268;-0.998;17.351;-13.287;-31.85;445.0295047;17.21988198;4.1964225;4
14410;0.467;-0.259;-0.981;5.51;11.144;-6.655;444.7354165;17.22105833;4.1963975;4
14510;0.493;-0.25;-1.012;-6.074;20.647;2.789;444.2247694;17.22310092;4.1963725;4
14610;0.51;-0.243;-1.055;-4.71;-0.419;7.021;444.1691224;17.22332351;4.1963475;4
14710;0.472;-0.239;-1.004;-0.158;-3.597;2.541;444.1334165;17.22346633;4.1963225;4
14810;0.47;-0.25;-1.017;-0.375;20.35;-3.342;443.6442106;17.22542316;4.1962975;4
14910;0.468;-0.254;-0.988;-7.98;23.423;1.014;443.1601812;17.22735928;4.1962725;4
15010;0.445;-0.25;-0.927;-16.615;4.862;20.857;442.8924165;17.22843033;4.1962475;4
15110;0.454;-0.244;-0.933;-22.26;6.586;41.917;442.1205635;17.23151775;4.1962225;4
15210;0.444;-0.23;-0.866;-20.252;25.568;50.977;440.4648871;17.23814045;4.1961975;4
15310;0.443;-0.222;-0.827;-13.556;22.129;49.851;438.7465341;17.24501386;4.1961725;4
15410;0.435;-0.233;-0.829;-19.587;2.278;36.822;438.1726224;17.24730951;4.1961475;4
15510;0.427;-0.249;-0.827;-30.332;6.93;25.269;438.1177106;17.24752916;4.1961225;4
15610;0.449;-0.261;-0.857;-25.494;18.351;44.822;437.0095047;17.25196198;4.1960975;4
15710;0.474;-0.267;-0.876;-20.307;13.122;68.957;435.1926812;17.25922928;4.1960725;4
15810;0.452;-0.262;-0.867;-28.291;9.773;60.065;433.9707106;17.26411716;4.1960475;4
15910;0.45;-0.261;-0.888;-30.301;22.363;36.182;433.1400047;17.26743998;4.1960225;4
